Reviews,ProductRelated,ExitRates,PageValues>=20,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Purchase
0,2,0.1,0.0,1.0,Feb,2,4,4,2,Returning_Visitor,True,False
0,4,0.075,0.0,0.0,Feb,4,2,2,3,Returning_Visitor,False,False
0,4,0.025,0.0,0.4,Feb,3,3,1,4,Returning_Visitor,False,False
0,1,0.2,0.0,0.2,Feb,2,4,1,3,Returning_Visitor,False,False
0,1,0.2,0.0,0.6,Feb,3,2,3,3,Returning_Visitor,False,False
4,36,0.014736467,19.44707913,0.2,Feb,2,2,4,1,Returning_Visitor,False,False
0,4,0.05,0.0,0.4,Feb,2,6,6,3,Returning_Visitor,False,False
2,16,0.046568627,0.0,0.6,Feb,2,4,2,1,Returning_Visitor,False,False
0,6,0.016666667,0.0,0.4,Feb,1,1,3,3,Returning_Visitor,False,False
0,8,0.120833333,0.0,0.0,Feb,1,1,1,3,Returning_Visitor,False,False
12,42,0.019666667,1.0,0.0,Feb,1,1,3,2,Returning_Visitor,False,False
0,14,0.007142857,0.0,0.0,Feb,2,2,5,4,Returning_Visitor,True,False
0,1,0.2,0.0,0.0,Feb,2,2,4,3,Returning_Visitor,False,False
3,27,0.012643678,1.0,0.8,Feb,2,2,3,1,Returning_Visitor,False,True
4,90,0.015013034,0.0,0.0,Feb,4,1,1,3,Returning_Visitor,False,False
0,1,0.2,0.0,0.6,Feb,2,2,5,1,Returning_Visitor,False,False
0,18,0.007407407,0.0,0.0,Feb,2,7,2,4,Returning_Visitor,False,False
0,1,0.2,0.0,0.2,Feb,3,2,3,3,Returning_Visitor,False,False
0,1,0.2,0.0,0.0,Feb,2,6,1,2,Returning_Visitor,False,False
0,20,0.0525,0.0,0.0,Feb,2,6,6,1,Returning_Visitor,False,False
0,2,0.1,0.0,0.4,Feb,2,2,3,3,Returning_Visitor,False,False
0,8,0.0125,0.0,0.0,Feb,2,4,3,2,Returning_Visitor,False,False
0,3,0.066666667,0.0,0.0,Feb,2,4,3,3,Returning_Visitor,False,False
0,16,0.025,0.0,0.0,Feb,2,4,1,1,Returning_Visitor,False,False
10,36,0.014492754,11.43941195,0.0,Feb,2,6,1,2,Returning_Visitor,False,True
0,2,0.05,0.0,0.6,Feb,3,2,3,3,Returning_Visitor,False,False
0,1,0.2,0.0,1.0,Feb,1,1,1,3,Returning_Visitor,True,False
0,1,0.2,0.0,0.4,Feb,1,1,1,3,Returning_Visitor,False,False
0,7,0.028571429,0.0,0.0,Feb,4,1,1,5,Returning_Visitor,True,False
0,4,0.016666667,0.0,0.8,Feb,1,1,1,3,Returning_Visitor,False,False
0,6,0.02,0.0,0.0,Feb,2,2,1,3,Returning_Visitor,False,False
0,12,0.058333333,0.0,0.0,Feb,3,2,4,1,Returning_Visitor,False,False
0,1,0.2,0.0,0.8,Feb,2,2,2,1,Returning_Visitor,True,False
0,1,0.2,0.0,0.0,Feb,1,1,1,3,Returning_Visitor,False,False
0,7,0.085714286,0.0,0.0,Feb,2,2,2,1,Returning_Visitor,False,False
0,3,0.066666667,0.0,0.0,Feb,1,1,1,3,Returning_Visitor,False,False
0,7,0.023809524,0.0,0.4,Feb,4,1,3,3,Returning_Visitor,False,False
0,19,0.007894737,0.0,0.0,Feb,1,1,4,2,Returning_Visitor,False,False
2,15,0.011764706,0.0,0.4,Feb,1,1,1,3,Returning_Visitor,False,False
0,1,0.2,0.0,0.0,Feb,1,1,1,2,Returning_Visitor,True,False
0,2,0.1,0.0,0.0,Feb,1,1,1,3,Returning_Visitor,False,False
0,13,0.015384615,0.0,0.0,Feb,2,2,1,5,New_Visitor,False,False
0,27,0.025925926,0.0,0.6,Feb,4,1,3,3,Returning_Visitor,False,False
0,2,0.1,0.0,0.2,Feb,1,1,1,3,Returning_Visitor,False,False
0,6,0.066666667,0.0,0.2,Feb,1,1,1,3,Returning_Visitor,False,False
0,4,0.025,0.0,0.6,Feb,1,1,1,4,Returning_Visitor,False,False
0,7,0.080952381,0.0,0.6,Feb,2,4,1,7,Returning_Visitor,False,False
0,16,0.031666667,0.0,0.0,Feb,3,2,3,4,Returning_Visitor,False,False
3,38,0.008947368,0.0,0.4,Feb,2,4,1,2,Returning_Visitor,False,False
4,19,0.026984127,17.53595893,1.0,Feb,1,1,7,4,Returning_Visitor,True,True
0,6,0.033333333,0.0,0.4,Feb,1,1,3,2,Returning_Visitor,False,False
2,36,0.01351025,0.0,0.8,Feb,2,2,4,3,Returning_Visitor,False,False
3,17,0.017647059,0.0,0.0,Feb,1,1,3,4,Returning_Visitor,False,False
0,2,0.15,0.0,0.0,Feb,1,1,7,2,Returning_Visitor,False,False
0,9,0.074074074,0.0,0.8,Feb,4,1,1,3,Returning_Visitor,False,False
0,12,0.066666667,0.0,0.0,Feb,1,1,1,3,Returning_Visitor,False,False
0,2,0.066666667,0.0,0.8,Feb,3,3,1,3,Returning_Visitor,False,False
6,128,0.01791847,0.0,0.0,Feb,2,5,1,3,Returning_Visitor,False,False
0,4,0.016666667,0.0,0.6,Feb,2,2,3,3,Returning_Visitor,False,False
0,4,0.2,0.0,0.4,Feb,2,2,1,3,Returning_Visitor,False,False
0,1,0.2,0.0,0.8,Feb,1,1,2,3,Returning_Visitor,False,False
2,25,0.024,0.0,0.2,Feb,2,4,1,1,Returning_Visitor,False,False
0,30,0.035483871,0.0,0.2,Feb,1,1,1,3,Returning_Visitor,False,False
0,12,0.005555556,0.0,0.0,Feb,1,1,1,4,Returning_Visitor,True,False
0,21,0.012962963,0.0,0.8,Feb,3,2,1,3,Returning_Visitor,False,False
0,11,0.027272727,0.0,0.2,Feb,2,2,3,1,Returning_Visitor,False,False
0,8,0.075,0.0,0.0,Feb,4,1,3,3,Returning_Visitor,False,False
0,6,0.111111111,0.0,0.0,Feb,2,4,9,3,Returning_Visitor,False,False
0,6,0.033333333,0.0,0.0,Feb,2,4,4,1,Returning_Visitor,False,False
0,4,0.05,0.0,0.6,Feb,2,2,1,2,Returning_Visitor,False,False
0,14,0.034375,0.0,0.8,Feb,1,1,3,3,Returning_Visitor,False,False
0,3,0.066666667,0.0,0.0,Feb,1,1,3,3,Returning_Visitor,False,False
0,11,0.11952381,0.0,0.0,Feb,2,4,3,1,Returning_Visitor,False,False
0,1,0.2,0.0,0.0,Feb,1,1,3,3,Returning_Visitor,False,False
0,9,0.040740741,0.0,0.4,Feb,2,2,1,3,Returning_Visitor,False,False
0,10,0.05,0.0,0.4,Feb,1,1,8,3,Returning_Visitor,False,False
4,51,0.00754717,0.0,0.6,Feb,2,2,9,3,Returning_Visitor,False,False
0,3,0.166666667,0.0,0.0,Feb,2,4,1,1,Returning_Visitor,False,False
0,2,0.1,0.0,0.0,Feb,2,6,1,2,Returning_Visitor,True,False
2,16,0.022222222,0.0,0.0,Feb,2,2,1,6,Returning_Visitor,False,False
0,1,0.2,0.0,0.0,Feb,3,2,3,3,Returning_Visitor,False,False
0,6,0.011111111,0.0,0.8,Feb,2,2,4,3,Returning_Visitor,False,False
6,26,0.018518519,0.0,0.6,Feb,1,1,3,3,Returning_Visitor,False,False
0,6,0.033333333,0.0,0.0,Feb,3,2,4,2,Returning_Visitor,False,False
0,9,0.046296296,0.0,0.0,Feb,2,4,5,2,Returning_Visitor,False,False
0,3,0.066666667,0.0,0.0,Feb,2,4,1,5,Returning_Visitor,False,False
0,2,0.15,0.0,0.4,Feb,2,2,1,4,Returning_Visitor,False,False
4,14,0.018039216,0.0,0.2,Feb,1,1,3,3,Returning_Visitor,False,False
0,1,0.2,0.0,0.0,Feb,2,2,7,3,Returning_Visitor,False,False
0,9,0.011851852,0.0,0.2,Feb,1,1,6,3,Returning_Visitor,False,False
3,8,0.007407407,0.0,0.0,Feb,2,4,2,3,Returning_Visitor,False,False
0,1,0.2,0.0,0.0,Feb,2,2,2,3,Returning_Visitor,False,False
0,10,0.009090909,0.0,0.0,Feb,2,2,3,6,Returning_Visitor,False,False
0,3,0.066666667,0.0,0.4,Feb,2,4,1,3,Returning_Visitor,False,False
0,3,0.033333333,0.0,0.0,Feb,2,2,1,1,Returning_Visitor,False,False
0,4,0.05,0.0,0.0,Feb,2,2,3,3,Returning_Visitor,False,False
0,28,0.030357143,0.0,0.0,Feb,1,1,4,3,Returning_Visitor,False,False
0,11,0.027272727,0.0,0.8,Feb,2,2,2,1,Returning_Visitor,False,False
0,20,0.028166667,0.0,0.0,Feb,1,2,1,1,Returning_Visitor,False,False
0,1,0.2,0.0,0.4,Feb,2,2,3,4,Returning_Visitor,False,False
0,4,0.15,0.0,0.0,Feb,2,5,5,1,Returning_Visitor,False,False
0,19,0.026315789,0.0,0.2,Feb,2,2,3,3,Returning_Visitor,False,False
0,9,0.026666667,0.0,0.0,Feb,2,6,1,1,Returning_Visitor,False,False
0,21,0.04993081,0.0,0.0,Feb,3,2,2,1,Returning_Visitor,True,False
0,1,0.2,0.0,0.0,Feb,3,3,3,2,Returning_Visitor,True,False
0,6,0.033333333,0.0,0.8,Feb,1,1,1,3,Returning_Visitor,True,False
0,23,0.01884058,0.0,0.6,Feb,1,1,4,2,Returning_Visitor,False,False
2,31,0.040606061,0.0,0.0,Feb,1,1,1,1,Returning_Visitor,True,False
1,23,0.012463768,0.0,0.0,Feb,1,1,1,2,Returning_Visitor,True,False
0,6,0.016666667,0.0,0.4,Feb,1,1,3,3,Returning_Visitor,False,False
0,23,0.011594203,0.0,0.6,Feb,2,2,1,3,Returning_Visitor,False,False
0,12,0.033333333,0.0,0.0,Feb,1,1,3,2,Returning_Visitor,False,False
0,5,0.04,0.0,0.0,Feb,2,2,1,3,Returning_Visitor,False,False
0,5,0.166666667,0.0,0.0,Feb,2,2,1,3,Returning_Visitor,False,False
0,11,0.063636364,0.0,0.0,Feb,2,4,6,1,Returning_Visitor,False,False
0,20,0.0145,0.0,0.8,Feb,3,2,7,4,Returning_Visitor,True,False
1,15,0.019166667,0.0,0.8,Feb,1,1,2,4,Returning_Visitor,True,False
0,17,0.033333333,0.0,0.0,Feb,2,4,1,3,Returning_Visitor,False,False
0,3,0.1,0.0,0.6,Feb,1,1,1,3,Returning_Visitor,False,False
0,1,0.2,0.0,0.8,Feb,1,1,1,2,Returning_Visitor,True,False
5,24,0.008602151,0.0,1.0,Feb,2,2,8,1,Returning_Visitor,True,False
3,10,0.015384615,0.0,0.0,Feb,1,1,2,3,Returning_Visitor,False,False
0,7,0.014285714,0.0,0.0,Feb,1,1,6,2,Returning_Visitor,False,False
1,21,0.047002635,0.0,0.0,Feb,1,1,1,4,Returning_Visitor,False,False
0,6,0.033333333,0.0,0.6,Feb,1,1,6,2,Returning_Visitor,False,False
0,17,0.011764706,0.0,0.0,Feb,3,2,6,2,Returning_Visitor,True,False
0,1,0.2,0.0,0.6,Feb,4,2,1,3,Returning_Visitor,False,False
0,1,0.2,0.0,0.0,Feb,2,4,1,1,Returning_Visitor,False,False
0,8,0.025,0.0,0.8,Feb,3,2,1,3,Returning_Visitor,True,False
0,5,0.012764202,0.0,0.0,Mar,2,2,1,8,Returning_Visitor,False,False
0,20,0.027248677,8.000740741,0.0,Mar,1,1,3,1,Returning_Visitor,False,False
2,50,0.006339869,0.0,0.0,Mar,2,2,3,2,Returning_Visitor,False,False
10,96,0.013509414,0.0,0.0,Mar,3,2,6,2,Returning_Visitor,True,False
9,49,0.020708874,1.706014966,0.0,Mar,2,2,7,2,Returning_Visitor,False,True
3,68,0.016727891,1.0,0.0,Mar,2,2,1,1,Returning_Visitor,False,False
0,2,0.2,0.0,0.0,Mar,1,1,1,3,Returning_Visitor,False,False
3,24,0.096,0.0,0.0,Mar,2,2,1,2,Returning_Visitor,False,False
3,9,0.02,0.0,0.0,Mar,1,1,1,1,Returning_Visitor,False,False
0,3,0.066666667,0.0,0.0,Mar,2,2,3,1,Returning_Visitor,False,False
0,22,0.057662338,0.0,0.0,Mar,1,1,7,2,Returning_Visitor,True,False
0,98,0.010173465,0.0,0.0,Mar,1,1,1,3,Returning_Visitor,False,False
2,67,0.005797101,19.34265017,0.0,Mar,2,2,4,2,New_Visitor,False,True
3,13,0.06140625,0.0,0.0,Mar,2,2,1,2,Returning_Visitor,False,False
0,17,0.001666667,1.0,0.0,Mar,2,2,9,2,New_Visitor,False,True
3,55,0.001724138,1.0,0.0,Mar,2,4,1,2,New_Visitor,True,True
1,50,0.004,1.0,0.0,Mar,2,2,7,8,Returning_Visitor,True,True
0,5,0.04,0.0,0.0,Mar,1,1,1,9,Returning_Visitor,True,False
5,13,0.004166667,0.0,0.0,Mar,1,1,1,2,New_Visitor,False,False
0,3,0.088888889,0.0,0.0,Mar,1,2,1,8,Returning_Visitor,False,False
1,12,0.008333333,0.0,0.0,Mar,3,2,1,10,Returning_Visitor,False,False
3,16,0.005263158,0.0,0.0,Mar,2,2,5,2,New_Visitor,False,False
1,16,0.0125,1.0,0.0,Mar,2,5,2,3,New_Visitor,False,True
2,5,0.028571429,0.0,0.0,Mar,2,2,7,2,New_Visitor,True,False
3,4,0.016666667,0.0,0.0,Mar,3,2,7,1,New_Visitor,False,False
0,8,0.04375,0.0,0.0,Mar,2,4,1,3,Returning_Visitor,False,False
2,4,0.0375,0.0,0.0,Mar,3,2,3,2,Returning_Visitor,False,False
0,14,0.04952381,0.0,0.0,Mar,2,6,3,1,Returning_Visitor,False,False
0,2,0.05,0.0,0.0,Mar,3,2,8,11,Returning_Visitor,False,False
4,7,0.033333333,0.0,0.0,Mar,1,2,6,6,Returning_Visitor,True,False
2,10,0.042857143,0.0,0.0,Mar,2,2,1,2,Returning_Visitor,False,False
2,18,0.02,0.0,0.0,Mar,2,2,4,1,Returning_Visitor,False,False
2,4,0.066666667,0.0,0.0,Mar,1,2,7,3,Returning_Visitor,False,False
0,35,0.028571429,0.0,0.0,Mar,2,4,2,2,Returning_Visitor,False,False
0,12,0.075,0.0,0.0,Mar,2,2,3,2,Returning_Visitor,False,False
0,3,0.066666667,0.0,0.0,Mar,2,4,3,12,Returning_Visitor,False,False
2,14,0.013333333,1.0,0.0,Mar,2,2,5,1,Returning_Visitor,False,True
0,5,0.12,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,False,False
0,4,0.15,0.0,0.0,Mar,3,2,1,1,Returning_Visitor,False,False
1,6,0.02,0.0,0.0,Mar,2,2,1,8,New_Visitor,False,False
1,28,0.009150327,0.0,0.0,Mar,3,2,4,2,Returning_Visitor,False,False
0,2,0.1,0.0,0.0,Mar,2,2,3,11,Returning_Visitor,True,False
5,37,0.006578947,0.0,0.0,Mar,2,2,4,1,Returning_Visitor,False,False
0,9,0.022222222,0.0,0.0,Mar,2,2,1,3,Returning_Visitor,False,False
0,16,0.013333333,17.76266667,0.0,Mar,2,2,1,1,Returning_Visitor,False,True
0,19,0.021052632,0.0,0.0,Mar,2,2,1,3,Returning_Visitor,False,False
2,50,0.020666667,7.146260888,0.0,Mar,2,2,7,9,Returning_Visitor,True,False
6,22,0.014666667,0.0,0.0,Mar,2,2,3,2,Returning_Visitor,False,False
0,9,0.033333333,0.0,0.0,Mar,4,1,1,3,Returning_Visitor,True,False
1,50,0.019230769,1.0,0.0,Mar,2,2,3,2,Returning_Visitor,True,False
2,18,0.044210526,0.0,0.0,Mar,3,2,2,1,Returning_Visitor,True,False
3,7,0.014081633,0.0,0.0,Mar,3,2,2,2,Returning_Visitor,False,False
3,29,0.010600255,0.0,0.0,Mar,3,2,1,8,Returning_Visitor,True,False
6,34,0.032225685,0.0,0.0,Mar,2,6,1,1,Returning_Visitor,True,False
0,9,0.011111111,0.0,0.0,Mar,3,2,2,3,Returning_Visitor,True,False
0,16,0.04,0.0,0.0,Mar,2,2,4,3,Returning_Visitor,False,False
8,51,0.036550087,0.0,0.0,Mar,2,2,2,2,Returning_Visitor,False,False
2,22,0.031818182,0.0,0.0,Mar,2,5,1,3,Returning_Visitor,False,False
1,18,0.046470588,0.0,0.0,Mar,2,2,8,1,Returning_Visitor,False,False
0,28,0.030833333,0.0,0.0,Mar,2,2,1,3,Returning_Visitor,True,False
0,7,0.00952381,0.0,0.0,Mar,2,10,1,2,Returning_Visitor,False,False
0,31,0.019354839,0.0,0.0,Mar,4,1,1,3,Returning_Visitor,False,False
0,14,0.041025641,0.0,0.0,Mar,2,2,8,1,Returning_Visitor,False,False
1,9,0.048148148,0.0,0.0,Mar,3,3,1,1,Returning_Visitor,False,False
16,32,0.01805276,4.368515556,0.0,Mar,2,2,3,2,Returning_Visitor,False,True
1,71,0.015201207,0.0,0.0,Mar,3,2,2,1,Returning_Visitor,True,False
2,46,0.022253906,0.0,0.0,Mar,3,2,9,3,Returning_Visitor,True,False
0,18,0.05,0.0,0.0,Mar,2,5,1,1,Returning_Visitor,False,False
0,2,0.2,0.0,0.0,Mar,1,1,1,1,Returning_Visitor,False,False
0,5,0.12,0.0,0.0,Mar,2,5,2,1,Returning_Visitor,False,False
0,2,0.1,0.0,0.0,Mar,2,2,5,1,Returning_Visitor,True,False
4,19,0.025666667,0.0,0.0,Mar,1,1,1,1,Returning_Visitor,False,False
1,2,0.05,0.0,0.0,Mar,3,2,3,2,Returning_Visitor,False,False
5,4,0.02,0.0,0.0,Mar,1,1,7,8,Returning_Visitor,False,False
0,45,0.01037037,0.0,0.0,Mar,1,1,3,1,Returning_Visitor,False,False
0,7,0.033333333,0.0,0.0,Mar,2,2,1,8,New_Visitor,False,False
3,14,0.033862434,0.0,0.0,Mar,7,1,6,1,Returning_Visitor,True,False
0,1,0.2,0.0,0.0,Mar,3,3,5,2,Returning_Visitor,False,False
1,29,0.018709677,8.772473118,0.0,Mar,2,2,3,2,Returning_Visitor,True,True
0,9,0.066666667,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,False,False
0,30,0.02,0.0,0.0,Mar,2,2,7,2,Returning_Visitor,False,False
0,63,0.003329865,1.0,0.0,Mar,2,5,3,1,Returning_Visitor,True,True
0,20,0.011666667,0.0,0.0,Mar,1,8,7,2,Returning_Visitor,False,False
0,5,0.04,0.0,0.0,Mar,2,2,1,10,Returning_Visitor,False,False
0,15,0.033846154,0.0,0.0,Mar,2,4,1,1,Returning_Visitor,False,False
0,6,0.016666667,0.0,0.0,Mar,1,1,1,3,Returning_Visitor,True,False
1,14,0.053571429,0.0,0.0,Mar,3,2,1,1,Returning_Visitor,True,False
0,1,0.2,0.0,0.0,Mar,2,5,1,1,Returning_Visitor,False,False
1,13,0.014285714,0.0,0.0,Mar,1,1,1,8,New_Visitor,False,False
4,42,0.004545455,0.0,0.0,Mar,2,5,3,3,Returning_Visitor,False,False
0,5,0.013333333,0.0,0.0,Mar,1,1,2,9,Returning_Visitor,True,False
0,2,0.05,0.0,0.0,Mar,2,5,6,1,Returning_Visitor,False,False
4,10,0.016666667,1.0,0.0,Mar,1,1,1,3,Returning_Visitor,True,True
0,18,0.05,0.0,0.0,Mar,4,2,9,1,Returning_Visitor,False,False
0,5,0.025,0.0,0.0,Mar,2,2,2,2,Returning_Visitor,False,False
0,32,0.039583333,0.0,0.0,Mar,2,2,3,1,Returning_Visitor,False,False
0,3,0.033333333,0.0,0.0,Mar,2,2,1,3,Returning_Visitor,True,False
0,11,0.02,1.0,0.0,Mar,2,2,1,11,Returning_Visitor,True,True
13,36,0.026186255,6.831792392,0.0,Mar,3,2,2,3,Returning_Visitor,False,False
0,6,0.044444444,0.0,0.0,Mar,2,2,4,3,Returning_Visitor,False,False
2,10,0.05,0.0,0.0,Mar,3,9,9,2,Returning_Visitor,False,False
0,8,0.038095238,0.0,0.0,Mar,2,2,2,1,Returning_Visitor,False,False
0,1,0.2,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,False,False
0,35,0.024761905,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,False,False
11,87,0.007722385,0.0,0.0,Mar,2,2,5,1,Returning_Visitor,False,False
0,4,0.05,0.0,0.0,Mar,1,1,1,10,Returning_Visitor,False,False
1,51,0.022643039,0.0,0.0,Mar,3,2,6,3,Returning_Visitor,False,False
2,7,0.011111111,0.0,0.0,Mar,2,2,3,6,Returning_Visitor,False,False
0,40,0.03747619,0.0,0.0,Mar,3,2,2,1,Returning_Visitor,False,False
0,1,0.2,0.0,0.0,Mar,1,1,1,1,Returning_Visitor,True,False
2,14,0.0125,1.0,0.0,Mar,2,2,1,7,Returning_Visitor,False,True
0,13,0.014285714,1.0,0.0,Mar,3,2,1,3,Returning_Visitor,False,True
0,33,0.022424242,0.0,0.0,Mar,2,5,1,1,Returning_Visitor,False,False
4,22,0.031907308,0.0,0.0,Mar,3,2,1,1,Returning_Visitor,False,False
0,1,0.2,0.0,0.0,Mar,1,1,8,1,Returning_Visitor,False,False
0,3,0.022222222,0.0,0.0,Mar,2,2,1,3,Returning_Visitor,False,False
5,17,0.002272727,0.0,0.0,Mar,1,1,1,9,Returning_Visitor,True,False
0,15,0.026666667,0.0,0.0,Mar,2,2,2,3,Returning_Visitor,True,False
0,2,0.2,0.0,0.0,Mar,3,2,3,1,Returning_Visitor,False,False
0,35,0.044761905,0.0,0.0,Mar,2,2,6,1,Returning_Visitor,False,False
0,4,0.05,0.0,0.0,Mar,3,2,1,3,Returning_Visitor,False,False
0,1,0.1,0.0,0.0,Mar,3,2,3,1,Returning_Visitor,False,False
0,2,0.1,0.0,0.0,Mar,2,2,1,3,Returning_Visitor,True,False
0,2,0.1,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,False,False
0,12,0.025555556,0.0,0.0,Mar,3,2,4,11,Returning_Visitor,False,False
5,23,0.016,0.0,0.0,Mar,1,1,4,9,Returning_Visitor,True,False
0,29,0.028965517,0.0,0.0,Mar,2,2,1,13,Returning_Visitor,False,False
0,3,0.066666667,0.0,0.0,Mar,2,5,1,3,Returning_Visitor,True,False
2,10,0.11,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,False,False
0,27,0.014814815,0.0,0.0,Mar,3,2,1,1,Returning_Visitor,False,False
7,35,0.008681765,0.0,0.0,Mar,1,1,6,2,Returning_Visitor,False,False
3,54,0.00969697,0.0,0.0,Mar,1,2,1,2,Returning_Visitor,False,False
0,2,0.1,0.0,0.0,Mar,4,1,1,1,Returning_Visitor,False,False
2,3,0.025,0.0,0.0,Mar,2,2,1,8,Returning_Visitor,False,False
2,5,0.04,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,False,False
1,46,0.01037037,0.0,0.0,Mar,4,1,1,1,Returning_Visitor,False,False
1,23,0.038373016,7.103020833,0.0,Mar,3,2,6,1,Returning_Visitor,False,True
0,5,0.04,0.0,0.0,Mar,2,2,4,1,Returning_Visitor,False,False
0,10,0.02,0.0,0.0,Mar,2,2,9,2,Returning_Visitor,False,False
2,37,0.016410256,0.0,0.0,Mar,2,2,1,2,New_Visitor,False,False
6,68,0.000175593,0.0,0.0,Mar,1,2,6,1,Returning_Visitor,False,False
4,4,0.028571429,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,False,False
2,2,0.05,0.0,0.0,Mar,2,2,1,2,New_Visitor,False,False
0,15,0.026666667,0.0,0.0,Mar,1,1,1,1,Returning_Visitor,True,False
3,11,0.003571429,0.0,0.0,Mar,3,2,1,9,Returning_Visitor,False,False
2,7,0.011111111,0.0,0.0,Mar,3,2,8,2,New_Visitor,False,False
